Timestamp,Current Position,Firm Name,Commercial or Federal Practice,Title Position,Country,Base Salary (USD),Estimated Annual Bonus (USD),Expected total compensation,Average hours per week of work,Received offer from other company this year
10/6/2021 8:18:52,Yes,Other or Boutique,Not Applicable or Don't Know,Consultant/Associate,United States of America,77000,5775,82775,50-59,Yes
10/7/2021 22:25:16,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,82300,500,82800,50-59,No
10/1/2021 10:21:31,Yes,Deloitte,Federal/government Practice,Analyst,United States of America,78000,5000,83000,40-49,No
9/29/2021 18:28:17,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,80000,3000,83000,40-49,No
10/12/2021 22:31:40,Yes,EY,Commercial/non-federal Practice,Analyst,United States of America,80000,3000,83000,40-49,No
10/13/2021 14:48:03,Yes,EY,Commercial/non-federal Practice,Analyst,United States of America,80000,3000,83000,50-59,Yes
9/29/2021 12:25:30,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,83000,0,83000,50-59,No
9/30/2021 2:16:03,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,63000,20000,83000,40-49,No
9/29/2021 14:16:35,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,75000,8000,83000,40-49,No
9/29/2021 11:12:10,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,78000,5000,83000,40-49,No
10/5/2021 12:04:41,Yes,RSM,Commercial/non-federal Practice,Consultant/Associate,United States of America,80000,3000,83000,50-59,No
9/30/2021 8:46:06,Yes,RSM,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,80000,3000,83000,40-49,Yes
9/29/2021 18:14:41,Yes,Booz Allen Hamilton,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,83000,0,83000,40-49,No
10/5/2021 11:23:26,Yes,Booz Allen Hamilton,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,83000,0,83000,40-49,No
9/29/2021 14:43:55,Yes,Accenture,Federal/government Practice,Analyst,United States of America,81200,2000,83200,40-49,No
9/29/2021 12:39:42,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,80250,3000,83250,40-49,No
9/29/2021 11:59:01,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,83400,0,83400,40-49,Yes
10/1/2021 13:46:26,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,82000,1500,83500,50-59,No
9/29/2021 11:15:13,Yes,IBM,Federal/government Practice,Consultant/Associate,United States of America,83000,500,83500,40-49,No
10/1/2021 8:54:12,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,79500,4400,83900,40-49,No
9/29/2021 23:18:52,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,78900,5000,83900,40-49,Yes
9/30/2021 1:27:42,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,78900,5000,83900,40-49,No
9/29/2021 14:08:28,Yes,RSM,Commercial/non-federal Practice,Consultant/Associate,United States of America,82400,1500,83900,40-49,No
9/29/2021 13:13:27,Yes,Alvarez & Marsal,Commercial/non-federal Practice,Analyst,United States of America,75000,9000,84000,50-59,No
9/29/2021 16:21:17,Yes,EY,Federal/government Practice,Analyst,United States of America,78000,6000,84000,40-49,No
10/1/2021 8:32:51,Yes,Other or Boutique,Commercial/non-federal Practice,Analyst,United States of America,79000,5000,84000,50-59,No
9/29/2021 11:46:16,Yes,Other or Boutique,Commercial/non-federal Practice,Analyst,United States of America,80000,4000,84000,40-49,No
10/1/2021 12:21:13,Yes,West Monroe,Not Applicable or Don't Know,Analyst,United States of America,80000,4000,84000,40-49,No
9/29/2021 21:39:54,Yes,EY,Commercial/non-federal Practice,Analyst,United States of America,82000,2000,84000,40-49,No
9/30/2021 15:40:47,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,82500,1500,84000,40-49,No
9/29/2021 17:20:16,Yes,Deloitte,Commercial/non-federal Practice,Analyst,United States of America,84000,0,84000,40-49,No
9/29/2021 13:24:24,Yes,EY,Commercial/non-federal Practice,Consultant/Associate,United States of America,76500,7500,84000,50-59,No
9/29/2021 21:18:16,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,79000,5000,84000,40-49,No
9/30/2021 14:09:53,Yes,RSM,Commercial/non-federal Practice,Consultant/Associate,United States of America,79000,5000,84000,50-59,Yes
9/29/2021 13:28:01,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,80000,4000,84000,50-59,No
9/30/2021 20:15:36,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,82000,2000,84000,40-49,No
9/29/2021 17:09:36,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,77500,6500,84000,40-49,No
9/29/2021 23:12:36,Yes,RSM,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,80000,4000,84000,40-49,Yes
10/1/2021 10:23:07,Yes,Capgemini,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,84000,0,84000,40-49,No
9/30/2021 15:27:49,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,82500,2000,84500,40-49,No
9/29/2021 14:20:40,Yes,Other or Boutique,Not Applicable or Don't Know,Consultant/Associate,United States of America,82000,2500,84500,40-49,No
9/29/2021 14:40:02,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,81700,3000,84700,40-49,No
9/29/2021 13:38:19,Yes,Other or Boutique,Commercial/non-federal Practice,Analyst,United States of America,73000,12000,85000,<40,No
9/29/2021 15:05:31,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,80000,5000,85000,<40,No
9/29/2021 20:04:30,Yes,PwC,Commercial/non-federal Practice,Analyst,United States of America,80000,5000,85000,Not applicable/not currently working,No
10/14/2021 17:33:47,Yes,EY,Commercial/non-federal Practice,Analyst,United States of America,80000,5000,85000,40-49,No
9/29/2021 23:56:42,Yes,Deloitte,Federal/government Practice,Analyst,United States of America,82500,2500,85000,50-59,No
10/1/2021 14:02:06,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,82500,2500,85000,<40,No
9/29/2021 11:48:55,Yes,Deloitte,Commercial/non-federal Practice,Analyst,United States of America,85000,0,85000,60-69,Yes
10/1/2021 8:48:04,Yes,Other or Boutique,Federal/government Practice,Analyst,United States of America,85000,0,85000,<40,No
9/29/2021 12:12:46,Yes,West Monroe,Not Applicable or Don't Know,Consultant/Associate,United States of America,75000,10000,85000,40-49,No
9/29/2021 12:39:34,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,75000,10000,85000,70-79,Yes
10/1/2021 12:03:05,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,75000,10000,85000,40-49,No
9/29/2021 13:12:02,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,80000,5000,85000,40-49,No
9/29/2021 18:31:00,Yes,EY,Commercial/non-federal Practice,Consultant/Associate,United States of America,80000,5000,85000,40-49,No
9/29/2021 13:50:21,Yes,EY,Commercial/non-federal Practice,Consultant/Associate,United States of America,82000,3000,85000,50-59,No
9/29/2021 14:50:58,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,83000,2000,85000,40-49,Yes
9/29/2021 14:51:01,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,83000,2000,85000,40-49,Yes
9/29/2021 16:18:11,Yes,KPMG,Commercial/non-federal Practice,Consultant/Associate,United States of America,85000,0,85000,40-49,No
9/29/2021 10:55:46,Yes,FTI,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,75000,10000,85000,<40,No
9/29/2021 14:08:39,Yes,Booz Allen Hamilton,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,80000,5000,85000,<40,No
9/30/2021 1:24:47,No,,,,United States of America,72000,13000,85000,50-59,No
9/29/2021 10:47:43,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,81600,3500,85100,40-49,No
9/29/2021 22:14:40,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,79500,6000,85500,60-69,No
9/29/2021 17:19:05,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,78000,7500,85500,40-49,No
10/1/2021 13:32:01,Yes,RSM,Commercial/non-federal Practice,Consultant/Associate,United States of America,80500,5000,85500,40-49,No
10/1/2021 8:47:56,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,85000,500,85500,40-49,No
10/1/2021 14:15:29,No,,,,United States of America,83000,2500,85500,40-49,No
10/19/2021 10:30:46,No,,,,United States of America,85800,0,85800,40-49,No
10/6/2021 13:01:14,Yes,Other or Boutique,Not Applicable or Don't Know,Analyst,United States of America,70000,16000,86000,50-59,No
9/29/2021 23:10:16,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,82500,3500,86000,50-59,No
10/1/2021 22:59:09,Yes,Deloitte,Commercial/non-federal Practice,Analyst,United States of America,84000,2000,86000,40-49,No
9/29/2021 17:36:07,Yes,Deloitte,Commercial/non-federal Practice,Analyst,United States of America,85000,1000,86000,40-49,No
9/29/2021 12:11:11,Yes,KPMG,Commercial/non-federal Practice,Consultant/Associate,United States of America,76000,10000,86000,40-49,No
10/5/2021 20:53:34,Yes,KPMG,Commercial/non-federal Practice,Consultant/Associate,United States of America,81000,5000,86000,50-59,No
9/29/2021 12:02:22,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,83000,3000,86000,40-49,No
9/29/2021 11:14:19,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,85000,1000,86000,40-49,No
9/30/2021 15:35:10,Yes,Other or Boutique,Not Applicable or Don't Know,Consultant/Associate,United States of America,85000,1000,86000,40-49,No
9/29/2021 23:13:45,Yes,Capgemini,Commercial/non-federal Practice,Consultant/Associate,United States of America,86000,0,86000,50-59,No
9/30/2021 15:09:43,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,84100,2000,86100,40-49,No
10/19/2021 0:35:22,Yes,Other or Boutique,Federal/government Practice,Analyst,United States of America,80000,6400,86400,40-49,Yes
10/18/2021 23:45:03,Yes,Deloitte,Commercial/non-federal Practice,Analyst,United States of America,80000,6500,86500,60-69,No
9/30/2021 14:23:22,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,80500,6000,86500,40-49,No
9/29/2021 19:48:37,Yes,West Monroe,Commercial/non-federal Practice,Analyst,United States of America,75600,11000,86600,40-49,No
9/29/2021 19:06:25,Yes,Other or Boutique,Not Applicable or Don't Know,Consultant/Associate,United States of America,79200,7500,86700,<40,No
9/30/2021 22:38:27,Yes,EY,Commercial/non-federal Practice,Consultant/Associate,United States of America,85000,1800,86800,40-49,No
10/1/2021 9:43:55,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,78884,8000,86884,40-49,No
9/30/2021 14:52:38,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,79500,7500,87000,40-49,No
9/29/2021 11:42:22,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,82000,5000,87000,40-49,No
9/30/2021 17:00:28,Yes,Deloitte,Commercial/non-federal Practice,Analyst,United States of America,82000,5000,87000,40-49,No
9/30/2021 0:40:36,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,82500,4500,87000,40-49,No
9/29/2021 11:01:14,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,80000,7000,87000,40-49,No
9/29/2021 13:45:17,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,80000,7000,87000,<40,No
9/29/2021 19:11:55,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,80000,7000,87000,40-49,No
9/29/2021 17:41:41,Yes,EY,Not Applicable or Don't Know,Consultant/Associate,United States of America,81000,6000,87000,50-59,No
9/30/2021 1:17:10,Yes,EY,Commercial/non-federal Practice,Consultant/Associate,United States of America,85000,2000,87000,40-49,No
9/30/2021 1:17:29,Yes,EY,Commercial/non-federal Practice,Consultant/Associate,United States of America,85000,2000,87000,40-49,No
9/30/2021 1:17:30,Yes,EY,Commercial/non-federal Practice,Consultant/Associate,United States of America,85000,2000,87000,40-49,No
9/30/2021 7:40:52,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,85000,2000,87000,40-49,No
10/1/2021 8:36:02,No,,,,United States of America,77000,10000,87000,Not applicable/not currently working,Yes
9/29/2021 23:54:23,No,,,,United States of America,83000,4000,87000,40-49,No
9/29/2021 11:25:52,Yes,Deloitte,Commercial/non-federal Practice,Analyst,United States of America,83300,4000,87300,60-69,No
10/5/2021 16:36:48,Yes,Cognizant,Commercial/non-federal Practice,Analyst,United States of America,75000,12500,87500,60-69,No
9/29/2021 12:14:43,Yes,Independent Consultant,Commercial/non-federal Practice,Analyst,United States of America,75500,12000,87500,40-49,No
9/29/2021 11:12:05,Yes,Deloitte,Federal/government Practice,Analyst,United States of America,77500,10000,87500,40-49,No
9/30/2021 23:11:22,Yes,Other or Boutique,Commercial/non-federal Practice,Analyst,United States of America,77500,10000,87500,50-59,No
10/15/2021 13:03:42,Yes,Deloitte,Federal/government Practice,Analyst,United States of America,77500,10000,87500,40-49,No
9/29/2021 12:40:42,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,82000,5500,87500,40-49,No
9/29/2021 12:09:22,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,82500,5000,87500,40-49,No
9/29/2021 12:44:18,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,78662,9000,87662,50-59,No
9/29/2021 13:11:27,Yes,Other or Boutique,Commercial/non-federal Practice,Analyst,United States of America,80000,8000,88000,50-59,No
10/1/2021 9:52:51,Yes,Deloitte,Federal/government Practice,Analyst,United States of America,83000,5000,88000,40-49,No
9/30/2021 15:15:44,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,85000,3000,88000,40-49,No
9/29/2021 16:09:21,Yes,EY,Not Applicable or Don't Know,Analyst,United States of America,86000,2000,88000,50-59,No
9/29/2021 23:16:59,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,80000,8000,88000,40-49,No
10/1/2021 10:31:29,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,80000,8000,88000,50-59,Yes
9/29/2021 16:14:43,Yes,Accenture,Federal/government Practice,Consultant/Associate,United States of America,87000,1000,88000,50-59,No
9/29/2021 12:18:11,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,83000,5000,88000,40-49,No
10/1/2021 23:31:22,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,83000,5000,88000,60-69,Yes
10/5/2021 14:38:15,Yes,FTI,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,86000,2000,88000,40-49,No
9/29/2021 12:51:53,Yes,EY,Commercial/non-federal Practice,Consultant/Associate,United States of America,80800,7500,88300,40-49,No
